Ad Name,Day,Campaign Name,Ad Set Name,Reporting Ends,Impressions,Clicks (All),Amount Spent (USD),Video Plays,Video Plays [On Ad],ThruPlays,ThruPlays [On Ad],Link Clicks,Link Clicks [On Ad],Reach,Purchases,Purchases [1 Day After Viewing],Purchases [28 Days After Clicking],Landing Page Views,Landing Page Views [On Ad],Page Engagement,Page Engagement [On Ad],Page Engagement [1 Day After Viewing],Page Engagement [28 Days After Clicking],Reporting Starts
[AG_HS_UG]47 Majors,04/24/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],04/24/2018,738,1,0.28,,,,,1,1,575,,,,1,1,1,1,0,0,04/24/2018
Find Yourself Here (1),04/24/2018,USM FY 2017-2018 Page Link,[AG_WA_DC],04/24/2018,1790,9,2.57,,,,,9,9,851,,,,2,2,9,9,0,0,04/24/2018
University of Everyone_LEARN_MORE_,04/24/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],04/24/2018,1828,5,5.87,,,,,5,5,947,,,,2,2,5,5,0,0,04/24/2018
"""I want to help make a difference, that's why I chose USM.""",04/24/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],04/24/2018,802,4,7.01,,,,,,,776,,,,,,1,1,0,0,04/24/2018
University of Everyone,04/24/2018,USM FY 2017-2018 Page Link,[AG_WA_IC],04/24/2018,474,1,1.15,,,,,1,1,296,,,,,,1,1,0,0,04/24/2018
[AG_ALL_GR] Public Policy MPPM,04/24/2018,USM FY 2017-2018 Page Link,[AG_ALL_GR] Public Policy MPPM,04/24/2018,4846,20,11.51,,,,,19,19,1899,3,3,0,12,12,19,19,0,0,04/24/2018
Integrate community-based learning into your education while studying in vibrant Portland,04/24/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG] FB_High School - Out Of State,04/24/2018,364,0,3.05,,,,,,,353,,,,,,,,,,04/24/2018
University of Everyone_LEARN_MORE_,04/24/2018,USM FY 2017-2018 Page Link,[AGO_HS_UG] Out Of State- Spring,04/24/2018,1546,8,2.54,,,,,8,8,735,,,,1,1,8,8,0,0,04/24/2018
[AG_ALL_GR] Leadership_Grad,04/24/2018,USM FY 2017-2018 Page Link,[AG_ALL_GR] Leadership_Grad,04/24/2018,6672,29,11.54,,,,,28,28,3015,1,1,0,11,11,28,28,0,0,04/24/2018
"Small, thought-provoking classes, taught by faculty who are leaders in their field",04/24/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG] FB_High School - Out Of State,04/24/2018,716,1,6.04,,,,,,,697,,,,,,,,,,04/24/2018
[AG_ALL_UG] Leadership_Undergrad,04/24/2018,USM FY 2017-2018 Page Link,[AG_ALL_UG] Leadership_Undergrad,04/24/2018,3174,25,11.53,,,,,26,26,1638,,,,19,19,26,26,0,0,04/24/2018
"""You can’t change the whole country, but you can make a difference where you’re at.""",04/24/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],04/24/2018,562,1,4.91,,,,,,,533,,,,,,,,,,04/24/2018
Find Yourself Here_LEARN_MORE_,04/24/2018,USM FY 2017-2018 Page Link,[AGO_HS_UG] Out Of State- Spring,04/24/2018,2518,9,7.13,,,,,9,9,1100,,,,5,5,9,9,0,0,04/24/2018
[AG_ALL_GR] Public Health,04/24/2018,USM FY 2017-2018 Page Link,[AG_ALL_GR] Public Health,04/24/2018,4759,25,12.01,,,,,24,24,1884,2,2,0,13,13,24,24,0,0,04/24/2018
"Many graduate programs are offered online - pursue your degree at any time, from anywhere",04/24/2018,USM FY 2017-2018 Page Post Engagement,[BR_WA_GR] Lookalike,04/24/2018,992,0,3.72,,,,,,,972,,,,,,1,1,0,0,04/24/2018
"47 majors, 60+ minors and concentrations, and 2,000 courses — including online",04/24/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],04/24/2018,1260,2,11.1,,,,,,,1196,,,,,,1,1,0,0,04/24/2018
University of Everyone_LEARN_MORE_,04/24/2018,USM FY 2017-2018 Page Link,[AG_HS_UG]  Retarget,04/24/2018,929,15,9.55,,,,,16,16,380,,,,11,11,16,16,0,0,04/24/2018
Online programs to meet the demands of real life - finish quickly and start earning more,04/24/2018,USM FY 2017-2018 Page Post Engagement,[BR_WA_DC] FB_ Working Adults - Degree Completion,04/24/2018,1275,1,5.01,,,,,,,1263,2,2,0,,,1,1,0,0,04/24/2018
[AG_HS_UG]StillTime,04/24/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],04/24/2018,581,1,1.07,,,,,1,1,358,,,,,,1,1,0,0,04/24/2018
[AG_HS_UG] StillTime47,04/24/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],04/24/2018,1000,4,1.49,,,,,4,4,577,,,,1,1,4,4,0,0,04/24/2018
"""You can’t change the whole country, but you can make a difference where you’re at.""",04/24/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG] FB_High School - Out Of State,04/24/2018,501,0,4.36,,,,,,,489,,,,,,,,,,04/24/2018
[AG_CU_UG] Engineering_Transfer,04/24/2018,USM FY 2017-2018 Page Link,[AG_CU_UG] Engineering_Transfer,04/24/2018,6375,17,11.92,,,,,16,16,2208,,,,7,7,16,16,0,0,04/24/2018
"Offering diverse master's and doctoral degree programs, and advanced certificates",04/24/2018,USM FY 2017-2018 Page Post Engagement,[BR_WA_GR] Lookalike,04/24/2018,326,0,1.19,,,,,,,319,,,,,,1,1,0,0,04/24/2018
University of Everyone_Apply Now_,04/24/2018,USM FY 2017-2018 Page Link,[AG_HS_UG]  Retarget,04/24/2018,489,5,4.45,,,,,4,4,236,,,,4,4,4,4,0,0,04/24/2018
Find Yourself Here,04/24/2018,USM FY 2017-2018 Page Link,[AG_WA_IC],04/24/2018,420,3,0.43,,,,,3,3,246,,,,1,1,3,3,0,0,04/24/2018
"Small, thought-provoking classes, taught by faculty who are leaders in their field",04/24/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],04/24/2018,261,1,2.23,,,,,,,255,,,,,,1,1,0,0,04/24/2018
Find Yourself Here - Copy,04/24/2018,USM FY 2017-2018 Page Link,[AG_WA_IC],04/24/2018,717,4,1.32,,,,,5,5,411,1,1,0,3,3,5,5,0,0,04/24/2018
University of Everyone_LEARN_MORE_,04/24/2018,USM FY 2017-2018 Page Link,[AG_HS_UG]  Retarget,04/24/2018,1265,12,13.19,,,,,13,13,484,,,,4,4,13,13,0,0,04/24/2018
[AG_HS_UG]Schedule A Tour,04/24/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],04/24/2018,888,4,3.91,,,,,2,2,490,,,,,,3,3,0,0,04/24/2018
Find Yourself Here_LEARN_MORE_,04/24/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],04/24/2018,558,1,1.63,,,,,1,1,340,,,,,,1,1,0,0,04/24/2018
Online programs to meet the demands of real life - finish quickly and start earning more,04/24/2018,USM FY 2017-2018 Page Post Engagement,[BR_WA_DC] FB_ Working Adults - Degree Completion,04/24/2018,1114,2,4.23,,,,,,,1107,,,,,,1,1,0,0,04/24/2018
"Feel connected - individuals of all different ages, backgrounds, and talents thrive at USM - Copy",04/24/2018,USM FY 2017-2018 Page Post Engagement,[BR_WA_IC] FB_ Working Adults - Individual Courses,04/24/2018,378,0,0.99,,,,,,,375,,,,,,,,,,04/24/2018
"Many graduate programs are offered online - pursue your degree at any time, from anywhere",04/24/2018,USM FY 2017-2018 Page Post Engagement,[BR_WA_GR] Lookalike,04/24/2018,882,1,2.89,,,,,,,855,1,1,0,,,,,,,04/24/2018
Have you thought about finishing your degree? USM can help you reach your goals.,04/24/2018,USM FY 2017-2018 Page Post Engagement,[BR_WA_DC] FB_ Working Adults - Degree Completion,04/24/2018,1943,1,7.95,,,,,,,1920,,,,,,2,2,0,0,04/24/2018
Find Yourself Here - Copy,04/24/2018,USM FY 2017-2018 Page Link,[AG_WA_GR] Lookalike,04/24/2018,8349,23,14.07,,,,,25,25,3147,,,,13,13,25,25,0,0,04/24/2018
"47 majors, 60+ minors and concentrations, and 2,000 courses — including online",04/24/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG] FB_High School - Out Of State,04/24/2018,1001,6,8.12,,,,,,,940,,,,,,5,5,0,0,04/24/2018
[AG_ALL_GR] Nursing_Grad,04/24/2018,USM FY 2017-2018 Page Link,[AG_ALL_GR]Nursing_Grad,04/24/2018,5151,11,11.83,,,,,10,10,2258,3,2,1,7,7,11,11,0,0,04/24/2018
Find Yourself Here,04/24/2018,USM FY 2017-2018 Page Link,[AG_WA_DC],04/24/2018,1688,8,2.53,,,,,8,8,886,,,,5,5,8,8,0,0,04/24/2018
[AG_CU_UG] Leadership_Transfer,04/24/2018,USM FY 2017-2018 Page Link,[AG_CU_UG] Leadership_Transfer,04/24/2018,7291,20,12.29,,,,,18,18,2852,,,,11,11,19,19,0,0,04/24/2018
Find Yourself Here,04/24/2018,USM FY 2017-2018 Page Link,[AG_WA_DC],04/24/2018,3678,8,6.43,,,,,8,8,1748,,,,5,5,8,8,0,0,04/24/2018
University of Everyone_LEARN_MORE_,04/24/2018,USM FY 2017-2018 Page Link,[AGO_HS_UG] Out Of State- Spring,04/24/2018,2639,10,6.02,,,,,10,10,1015,,,,4,4,10,10,0,0,04/24/2018
"""I want to help make a difference, that's why I chose USM.""",04/24/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG] FB_High School - Out Of State,04/24/2018,958,7,8.01,,,,,,,917,,,,,,3,3,0,0,04/24/2018
University of Everyone_Apply Now_,04/24/2018,USM FY 2017-2018 Page Link,[AGO_HS_UG] Out Of State- Spring,04/24/2018,4332,18,5.93,,,,,16,16,1785,,,,4,4,16,16,0,0,04/24/2018
"[AG_HS_UG]	Small Classes",04/24/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],04/24/2018,1673,8,8.18,,,,,5,5,1119,,,,1,1,6,6,0,0,04/24/2018
[AG_ALL_UG] Cyber Security,04/24/2018,USM FY 2017-2018 Page Link,[AG_ALL_UG] Cyber Security,04/24/2018,2283,19,10.87,,,,,19,19,1233,,,,15,15,19,19,0,0,04/24/2018
University of Everyone_Apply Now_,04/24/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],04/24/2018,1878,9,11.98,,,,,8,8,912,,,,4,4,8,8,0,0,04/24/2018
[AG_ALL_UG] Cyber Security,04/24/2018,USM FY 2017-2018 Page Link,[AG_ALL_UG] Cyber Security,04/24/2018,4380,18,3.33,,,,,18,18,2228,,,,12,12,18,18,0,0,04/24/2018
Find Yourself Here (1),04/23/2018,USM FY 2017-2018 Page Link,[AG_WA_DC],04/23/2018,2832,17,4.17,,,,,17,17,1338,,,,3,3,17,17,0,0,04/23/2018
University of Everyone_LEARN_MORE_,04/23/2018,USM FY 2017-2018 Page Link,[AG_HS_UG]  Retarget,04/23/2018,790,9,8.14,,,,,10,10,322,,,,4,4,10,10,0,0,04/23/2018
[AG_ALL_UG] Leadership_Undergrad,04/23/2018,USM FY 2017-2018 Page Link,[AG_ALL_UG] Leadership_Undergrad,04/23/2018,3408,25,11.4,,,,,25,25,1795,,,,20,20,25,25,0,0,04/23/2018
"Academic credit may be available to you through prior courses, military or work experience",04/23/2018,USM FY 2017-2018 Page Post Engagement,[BR_WA_DC] FB_ Working Adults - Degree Completion,04/23/2018,1159,0,4.66,,,,,,,1149,,,,,,,,,,04/23/2018
"""You can’t change the whole country, but you can make a difference where you’re at.""",04/23/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG] FB_High School - Out Of State,04/23/2018,743,2,5.92,,,,,,,725,,,,,,1,1,0,0,04/23/2018
Integrate community-based learning into your education while studying in vibrant Portland,04/23/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],04/23/2018,719,0,5.69,,,,,,,695,,,,,,,,,,04/23/2018
"47 majors, 60+ minors and concentrations, and 2,000 courses — including online",04/23/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],04/23/2018,1620,9,13.87,,,,,,,1491,,,,,,3,3,0,0,04/23/2018
Find Yourself Here_LEARN_MORE_,04/23/2018,USM FY 2017-2018 Page Link,[AGO_HS_UG] Out Of State- Spring,04/23/2018,2613,12,8.02,,,,,12,12,1137,,,,6,6,12,12,0,0,04/23/2018
Have you thought about finishing your degree? USM can help you reach your goals.,04/23/2018,USM FY 2017-2018 Page Post Engagement,[BR_WA_DC] FB_ Working Adults - Degree Completion,04/23/2018,2183,5,8.38,,,,,,,2165,1,1,0,,,1,1,0,0,04/23/2018
University of Everyone_Apply Now_,04/23/2018,USM FY 2017-2018 Page Link,[AGO_HS_UG] Out Of State- Spring,04/23/2018,5096,24,7.38,,,,,24,24,1921,,,,8,8,24,24,0,0,04/23/2018
[AG_ALL_UG] Cyber Security,04/23/2018,USM FY 2017-2018 Page Link,[AG_ALL_UG] Cyber Security,04/23/2018,3039,20,10.5,,,,,20,20,1504,,,,15,15,20,20,0,0,04/23/2018
Find Yourself Here,04/23/2018,USM FY 2017-2018 Page Link,[AG_WA_IC],04/23/2018,196,3,0.15,,,,,3,3,101,,,,,,3,3,0,0,04/23/2018
Find Yourself Here_LEARN_MORE_,04/23/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],04/23/2018,2451,8,7.87,,,,,8,8,1166,,,,2,2,8,8,0,0,04/23/2018
[AG_ALL_UG] Engineering_Undergrad,04/23/2018,USM FY 2017-2018 Page Link,[AG_ALL_UG] Engineering_Undergrad,04/23/2018,7199,43,12.08,,,,,45,45,2534,,,,24,24,45,45,0,0,04/23/2018
University of Everyone_LEARN_MORE_,04/23/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],04/23/2018,2263,7,4.06,,,,,4,4,1508,,,,1,1,4,4,0,0,04/23/2018
Find Yourself Here,04/23/2018,USM FY 2017-2018 Page Link,[AG_WA_GR] Lookalike,04/23/2018,10150,28,19.38,,,,,29,29,3555,2,2,0,16,16,29,29,0,0,04/23/2018
[AG_ALL_GR] Nursing_Grad,04/23/2018,USM FY 2017-2018 Page Link,[AG_ALL_GR]Nursing_Grad,04/23/2018,6667,26,12.41,,,,,26,26,2709,2,1,1,15,15,27,27,0,0,04/23/2018
Online programs to meet the demands of real life - finish quickly and start earning more,04/23/2018,USM FY 2017-2018 Page Post Engagement,[BR_WA_DC] FB_ Working Adults - Degree Completion,04/23/2018,836,1,3.25,,,,,,,825,1,1,0,,,,,,,04/23/2018
[AG_CU_UG] Engineering_Transfer,04/23/2018,USM FY 2017-2018 Page Link,[AG_CU_UG] Engineering_Transfer,04/23/2018,6075,14,11.54,,,,,13,13,2104,,,,10,10,13,13,0,0,04/23/2018
[AG_ALL_UG] Cyber Security,04/23/2018,USM FY 2017-2018 Page Link,[AG_ALL_UG] Cyber Security,04/23/2018,5736,22,3.35,,,,,23,23,2877,,,,10,10,23,23,0,0,04/23/2018
University of Everyone_Apply Now_,04/23/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],04/23/2018,3276,18,15.22,,,,,17,17,1501,,,,6,6,17,17,0,0,04/23/2018
University of Everyone_LEARN_MORE_,04/23/2018,USM FY 2017-2018 Page Link,[AGO_HS_UG] Out Of State- Spring,04/23/2018,1521,5,2.49,,,,,5,5,727,,,,1,1,5,5,0,0,04/23/2018
"Offering diverse master's and doctoral degree programs, and advanced certificates",04/23/2018,USM FY 2017-2018 Page Post Engagement,[BR_WA_GR] Lookalike,04/23/2018,522,1,1.75,,,,,,,515,,,,,,,,,,04/23/2018
University of Everyone_Apply Now_,04/23/2018,USM FY 2017-2018 Page Link,[AG_HS_UG]  Retarget,04/23/2018,509,4,5.3,,,,,4,4,244,,,,1,1,4,4,0,0,04/23/2018
"Small, thought-provoking classes, taught by faculty who are leaders in their field",04/23/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],04/23/2018,363,0,3.23,,,,,,,358,,,,,,,,,,04/23/2018
Find Yourself Here,04/23/2018,USM FY 2017-2018 Page Link,[AG_WA_DC],04/23/2018,3734,20,6.02,,,,,21,21,1789,,,,14,14,21,21,0,0,04/23/2018
Online programs to meet the demands of real life - finish quickly and start earning more,04/23/2018,USM FY 2017-2018 Page Post Engagement,[BR_WA_DC] FB_ Working Adults - Degree Completion,04/23/2018,1341,0,5.16,,,,,,,1331,,,,,,,,,,04/23/2018
"Feel connected - individuals of all different ages, backgrounds, and talents thrive at USM - Copy",04/23/2018,USM FY 2017-2018 Page Post Engagement,[BR_WA_IC] FB_ Working Adults - Individual Courses,04/23/2018,301,1,0.92,,,,,,,296,,,,,,1,1,0,0,04/23/2018
Find Yourself Here - Copy,04/23/2018,USM FY 2017-2018 Page Link,[AG_WA_GR] Lookalike,04/23/2018,6007,21,9.57,,,,,21,21,2442,,,,15,15,21,21,0,0,04/23/2018
"47 majors, 60+ minors and concentrations, and 2,000 courses — including online",04/23/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG] FB_High School - Out Of State,04/23/2018,664,0,5.03,,,,,,,646,,,,,,,,,,04/23/2018
"""You can’t change the whole country, but you can make a difference where you’re at.""",04/23/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],04/23/2018,365,2,3.11,,,,,,,355,,,,,,1,1,0,0,04/23/2018
"Small, thought-provoking classes, taught by faculty who are leaders in their field",04/23/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG] FB_High School - Out Of State,04/23/2018,914,4,7.38,,,,,,,863,,,,,,3,3,0,0,04/23/2018
Find Yourself Here - Copy,04/23/2018,USM FY 2017-2018 Page Link,[AG_WA_IC],04/23/2018,722,3,1.05,,,,,3,3,388,,,,1,1,3,3,0,0,04/23/2018
University of Everyone_LEARN_MORE_,04/23/2018,USM FY 2017-2018 Page Link,[AGO_HS_UG] Out Of State- Spring,04/23/2018,2405,20,7.02,,,,,19,19,870,,,,11,11,19,19,0,0,04/23/2018
University of Everyone_LEARN_MORE_,04/23/2018,USM FY 2017-2018 Page Link,[AG_HS_UG]  Retarget,04/23/2018,1250,24,12.88,,,,,23,23,480,,,,12,12,23,23,0,0,04/23/2018
Find Yourself Here,04/23/2018,USM FY 2017-2018 Page Link,[AG_WA_DC],04/23/2018,2117,14,2.39,,,,,15,15,943,,,,10,10,15,15,0,0,04/23/2018
"Many graduate programs are offered online - pursue your degree at any time, from anywhere",04/23/2018,USM FY 2017-2018 Page Post Engagement,[BR_WA_GR] Lookalike,04/23/2018,526,0,2.13,,,,,,,520,,,,,,,,,,04/23/2018
University of Everyone_LEARN_MORE_,04/23/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],04/23/2018,3276,17,21.61,,,,,17,17,1574,1,1,0,4,4,17,17,0,0,04/23/2018
Integrate community-based learning into your education while studying in vibrant Portland,04/23/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG] FB_High School - Out Of State,04/23/2018,483,0,3.95,,,,,,,468,,,,,,,,,,04/23/2018
[AG_ALL_GR] Leadership_Grad,04/23/2018,USM FY 2017-2018 Page Link,[AG_ALL_GR] Leadership_Grad,04/23/2018,7460,33,12.1,,,,,35,35,3325,,,,15,15,35,35,0,0,04/23/2018
[AG_CU_UG] Leadership_Transfer,04/23/2018,USM FY 2017-2018 Page Link,[AG_CU_UG] Leadership_Transfer,04/23/2018,7353,24,11.33,,,,,25,25,2898,,,,15,15,25,25,0,0,04/23/2018
[AG_ALL_GR] Public Health,04/23/2018,USM FY 2017-2018 Page Link,[AG_ALL_GR] Public Health,04/23/2018,5061,19,11.92,,,,,18,18,1988,,,,11,11,18,18,0,0,04/23/2018
University of Everyone,04/23/2018,USM FY 2017-2018 Page Link,[AG_WA_DC],04/23/2018,4016,20,9.28,,,,,21,21,1920,,,,14,14,21,21,0,0,04/23/2018
"""I want to help make a difference, that's why I chose USM.""",04/23/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG] FB_High School - Out Of State,04/23/2018,962,1,7.46,,,,,,,922,,,,,,,,,,04/23/2018
"Feel connected - individuals of all different ages, backgrounds, and talents thrive at USM",04/23/2018,USM FY 2017-2018 Page Post Engagement,[BR_WA_IC] FB_ Working Adults - Individual Courses,04/23/2018,373,0,1.08,,,,,,,370,2,2,0,,,,,,,04/23/2018
Find Yourself Here_LEARN_MORE_,04/23/2018,USM FY 2017-2018 Page Link,[AG_HS_UG]  Retarget,04/23/2018,450,8,4.56,,,,,8,8,200,,,,5,5,8,8,0,0,04/23/2018
University of Everyone,04/23/2018,USM FY 2017-2018 Page Link,[AG_WA_IC],04/23/2018,751,0,1.3,,,,,,,476,,,,,,,,,,04/23/2018
"Many graduate programs are offered online - pursue your degree at any time, from anywhere",04/23/2018,USM FY 2017-2018 Page Post Engagement,[BR_WA_GR] Lookalike,04/23/2018,1050,1,3.2,,,,,,,1034,,,,,,1,1,0,0,04/23/2018
[AG_ALL_GR] Public Policy MPPM,04/23/2018,USM FY 2017-2018 Page Link,[AG_ALL_GR] Public Policy MPPM,04/23/2018,5884,17,12.36,,,,,17,17,2052,,,,10,10,17,17,0,0,04/23/2018
Year-round course offerings - and you don't have to be in a USM degree program to register,04/23/2018,USM FY 2017-2018 Page Post Engagement,[BR_WA_IC] FB_ Working Adults - Individual Courses,04/23/2018,318,0,0.93,,,,,,,317,,,,,,,,,,04/23/2018
"""I want to help make a difference, that's why I chose USM.""",04/23/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],04/23/2018,1022,3,8.34,,,,,,,981,,,,,,1,1,0,0,04/23/2018
University of Everyone_LEARN_MORE_,04/22/2018,USM FY 2017-2018 Page Link,[AGO_HS_UG] Out Of State- Spring,04/22/2018,3578,20,6.27,,,,,20,20,1243,,,,6,6,20,20,0,0,04/22/2018
University of Everyone_LEARN_MORE_,04/22/2018,USM FY 2017-2018 Page Link,[AG_HS_UG]  Retarget,04/22/2018,776,11,6.71,,,,,10,10,315,,,,6,6,10,10,0,0,04/22/2018
"""You can’t change the whole country, but you can make a difference where you’re at.""",04/22/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],04/22/2018,573,2,4.84,,,,,,,557,,,,,,1,1,0,0,04/22/2018
Find Yourself Here,04/22/2018,USM FY 2017-2018 Page Link,[AG_WA_IC],04/22/2018,253,2,0.22,,,,,2,2,128,,,,,,2,2,0,0,04/22/2018
University of Everyone_Apply Now_,04/22/2018,USM FY 2017-2018 Page Link,[AG_HS_UG]  Retarget,04/22/2018,783,7,8.95,,,,,6,6,356,,,,,,6,6,0,0,04/22/2018
[AG_ALL_UG] Cyber Security,04/22/2018,USM FY 2017-2018 Page Link,[AG_ALL_UG] Cyber Security,04/22/2018,5087,26,4.35,,,,,26,26,2475,,,,16,16,26,26,0,0,04/22/2018
[AG_ALL_GR] Nursing_Grad,04/22/2018,USM FY 2017-2018 Page Link,[AG_ALL_GR]Nursing_Grad,04/22/2018,7302,25,12.16,,,,,24,24,2898,1,0,1,17,17,24,24,0,0,04/22/2018
[AG_ALL_UG] Leadership_Undergrad,04/22/2018,USM FY 2017-2018 Page Link,[AG_ALL_UG] Leadership_Undergrad,04/22/2018,5516,31,11.93,,,,,31,31,2623,,,,20,20,31,31,0,0,04/22/2018
University of Everyone,04/22/2018,USM FY 2017-2018 Page Link,[AG_WA_DC],04/22/2018,5875,32,10.68,,,,,33,33,2709,,,,10,10,33,33,0,0,04/22/2018
"""I want to help make a difference, that's why I chose USM.""",04/22/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],04/22/2018,736,4,6.06,,,,,,,709,,,,,,2,2,0,0,04/22/2018
"Feel connected - individuals of all different ages, backgrounds, and talents thrive at USM - Copy",04/22/2018,USM FY 2017-2018 Page Post Engagement,[BR_WA_IC] FB_ Working Adults - Individual Courses,04/22/2018,497,0,1.37,,,,,,,491,,,,,,,,,,04/22/2018
University of Everyone_Apply Now_,04/22/2018,USM FY 2017-2018 Page Link,[AGO_HS_UG] Out Of State- Spring,04/22/2018,5873,28,6.43,,,,,32,32,2074,,,,10,10,32,32,0,0,04/22/2018
Online programs to meet the demands of real life - finish quickly and start earning more,04/22/2018,USM FY 2017-2018 Page Post Engagement,[BR_WA_DC] FB_ Working Adults - Degree Completion,04/22/2018,1048,1,4.36,,,,,,,1042,,,,,,,,,,04/22/2018
Find Yourself Here - Copy,04/22/2018,USM FY 2017-2018 Page Link,[AG_WA_GR] Lookalike,04/22/2018,5219,9,7.44,,,,,9,9,2115,,,,4,4,9,9,0,0,04/22/2018
University of Everyone_Apply Now_,04/22/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],04/22/2018,4282,11,13.74,,,,,11,11,1767,,,,2,2,11,11,0,0,04/22/2018
"Feel connected - individuals of all different ages, backgrounds, and talents thrive at USM",04/22/2018,USM FY 2017-2018 Page Post Engagement,[BR_WA_IC] FB_ Working Adults - Individual Courses,04/22/2018,317,0,0.94,,,,,,,315,,,,,,,,,,04/22/2018
Integrate community-based learning into your education while studying in vibrant Portland,04/22/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],04/22/2018,1024,2,8.43,,,,,,,974,,,,,,1,1,0,0,04/22/2018
Find Yourself Here,04/22/2018,USM FY 2017-2018 Page Link,[AG_WA_DC],04/22/2018,2582,13,4.44,,,,,13,13,1238,,,,8,8,13,13,0,0,04/22/2018
"""I want to help make a difference, that's why I chose USM.""",04/22/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG] FB_High School - Out Of State,04/22/2018,1289,4,10.15,,,,,,,1200,,,,,,3,3,0,0,04/22/2018
"47 majors, 60+ minors and concentrations, and 2,000 courses — including online",04/22/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG] FB_High School - Out Of State,04/22/2018,865,2,6.76,,,,,,,829,,,,,,,,,,04/22/2018
University of Everyone_LEARN_MORE_,04/22/2018,USM FY 2017-2018 Page Link,[AG_HS_UG]  Retarget,04/22/2018,1262,21,12.23,,,,,21,21,481,,,,13,13,21,21,0,0,04/22/2018
[AG_ALL_GR] Leadership_Grad,04/22/2018,USM FY 2017-2018 Page Link,[AG_ALL_GR] Leadership_Grad,04/22/2018,7361,25,12.04,,,,,26,26,3270,,,,17,17,26,26,0,0,04/22/2018
Find Yourself Here - Copy,04/22/2018,USM FY 2017-2018 Page Link,[AG_WA_IC],04/22/2018,1453,9,1.69,,,,,9,9,770,,,,2,2,9,9,0,0,04/22/2018
Year-round course offerings - and you don't have to be in a USM degree program to register,04/22/2018,USM FY 2017-2018 Page Post Engagement,[BR_WA_IC] FB_ Working Adults - Individual Courses,04/22/2018,326,0,1.01,,,,,,,325,,,,,,,,,,04/22/2018
Find Yourself Here,04/22/2018,USM FY 2017-2018 Page Link,[AG_WA_DC],04/22/2018,604,3,0.58,,,,,3,3,313,,,,1,1,3,3,0,0,04/22/2018
"Small, thought-provoking classes, taught by faculty who are leaders in their field",04/22/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],04/22/2018,331,0,2.63,,,,,,,322,,,,,,,,,,04/22/2018
